CENTLAT,CENTLON,NAME
13.5800055,144.8429442,Naval Computer and Telecommunications Station Finegayan
30.3779852,-89.1262724,Naval Construction Battalion Center Gulfport
32.3889289,-80.6819564,Naval Hospital Beaufort
13.4738999,144.7401848,Naval Hospital Guam
24.5688905,-81.7509178,Naval Hospital Key West
38.5196929,-79.2793232,Naval Information Operations Command Sugar Grove
48.0524815,-122.7259821,Naval Magazine Indian Island
36.8460822,-76.3079738,Naval Medical Center Portsmouth
32.7264287,-117.1450057,Naval Medical Center San Diego
39.819765,-82.9459055,Naval Operational Support Center Columbus
39.7163099,-104.7434157,Naval Operational Support Center Denver
30.3911623,-87.6317197,Naval Outlying Field Barin
32.7971108,-88.831322,Naval Outlying Field Bravo
48.1895278,-122.6323675,Naval Outlying Field Coupeville
31.0486417,-87.0644062,Naval Outlying Landing Field Brewton
30.5062237,-86.9568258,Naval Outlying Landing Field Choctaw
31.4157328,-87.0440408,Naval Outlying Landing Field Evergreen
30.4250892,-86.8928663,Naval Outlying Landing Field Holley
32.562505,-117.1118572,Naval Outlying Landing Field Imperial Bch
30.609145,-86.9387777,Naval Outlying Landing Field Santa Rosa
30.5619545,-87.8093459,Naval Outlying Landing Field Silverhill
30.6253045,-87.139813,Naval Outlying Landing Field Spencer
30.5080574,-87.647198,Naval Outlying Landing Field Summerdale
30.3446807,-87.5407774,Naval Outlying Landing Field Wolf
36.5973427,-121.8733682,Naval Post-Graduate School (Monterey)
38.8236314,-77.0233896,Naval Research Lab
38.6585942,-76.5319779,Naval Research Lab Chesapeake Bay Detachment
21.4416341,-158.1258835,Naval Reservation Lualualei
32.9080086,-118.4930795,Naval Reservation San Clemente Island
33.2477046,-119.5057381,Naval Reserve (San Nicolas Island)
13.4489443,144.699513,Naval Reserve Sasa Valley
13.4330152,144.6874998,Naval Reserve Tenjo Vis
40.2276956,-76.9866062,Naval Ship Parts Control Center Mechanicsburg
47.9882711,-122.2229693,Naval Station Everett
42.312487,-87.836292,Naval Station Great Lakes
30.381479,-81.4248725,Naval Station Mayport
41.5438503,-71.3038548,Naval Station Newport
36.9425567,-76.298219,Naval Station Norfolk
32.6755219,-117.1228065,Naval Station San Diego
30.7932516,-81.5334045,Naval Submarine Base Kings Bay
30.7689746,-81.4826859,Naval Submarine Base Kings Bay
41.3995078,-72.0860249,Naval Submarine Base New London
32.7255372,-117.2170731,Naval Submarine Base San Diego
38.9897083,-76.4622203,Naval Support Activity Annapolis
35.334856,-89.8673815,Naval Support Activity Mid-South
29.9507961,-90.0325912,Naval Support Activity New Orleans (West Bank)
36.9245112,-76.3010443,Naval Support Activity Norfolk
36.9022176,-76.3023618,Naval Support Activity Norfolk (Lafayette River Complex)
36.5590593,-76.2674718,Naval Support Activity Northwest Annex-Chesapeake
28.5842067,-81.1967792,Naval Support Activity Orlando
30.1727811,-85.7523605,Naval Support Activity Panama City
38.8738583,-76.9949991,Naval Support Activity Washington
38.3728324,-121.7770003,Naval Support Detachment Monterey Dixon Transmitter
40.6784041,-112.0733603,Naval Support Detachment Monterey Magna Utah
36.5868593,-121.8614268,Naval Support Detachment Monterey Navy School Annex
36.5916341,-121.8606891,Naval Support Detachment Monterey Navy School Annex
43.0798784,-73.8235812,Naval Support Unit Saratoga Springs
38.9748702,-77.1924475,Naval Surface Warfare Center Carderock
38.8411125,-86.8124689,Naval Surface Warfare Center Crane
38.3397503,-77.0322992,Naval Surface Warfare Center Dahlgren Mainside
38.5843408,-77.1835304,Naval Surface Warfare Center Indian Head
38.3019864,-77.0423857,Naval Surface Warfare Center Pumpkin Annex
47.6972829,-122.6218145,Naval Undersea Warfare Center Keyport
32.9637145,-79.9632204,Naval Weapons Station Charleston
32.9499704,-79.9230715,Naval Weapons Station Charleston
33.2558549,-79.9890405,Naval Weapons Station Charleston (Short Stay)
40.2555168,-74.1514317,Naval Weapons Station Earle
40.4218431,-74.0705708,Naval Weapons Station Earle (Waterfront Unit)
37.9922743,-121.9842195,Naval Weapons Station Seal Beach (Concord Detachment)
33.9237581,-117.5694488,Naval Weapons Station Seal Beach Corona
37.2448233,-76.5854755,Naval Weapons Station Yorktown
35.1873803,-111.7417108,Navobssta Flagstaff
37.4129273,-122.0284359,Navpmossp Mountain View
42.4622903,-73.2045312,Navpro Pittsfield
13.5219585,144.8153943,Navy Base Guam Harmon
32.6714424,-116.4387866,Nb Coronado Camp Michael Monsoor
32.7119589,-116.5185883,Nb Coronado Camp Morena
32.667774,-117.2405191,Nb Point Loma Spawars South
32.6848753,-117.1195508,Nb San Diego Dryside
32.6721115,-117.1133558,Nb San Diego National City
36.2436209,-114.9933101,Nellis AFB
37.3068019,-116.1698549,Nellis Air Force Range
42.9370983,-71.6412396,New Boston Air Sta
39.678853,-75.6060236,New Castle County Arprt
40.1238204,-74.0372989,New Jersey National Guard Sea Girt Unit
39.8502287,-87.4488356,Newport Chemical Dep
61.6031334,-149.3748486,Ng Alcantra Armory Complx
44.0863178,-70.2827416,Ng Auburn Ts
40.0892333,-83.0675068,Ng Beightler Armory
44.0258438,-121.1282596,Ng Bend Cotef
38.5472508,-75.0623658,Ng Bethany Beach Ts
44.1997677,-121.1165562,Ng Biak Training Ctr
46.8296092,-100.7201874,Ng Bismarck Rjb Complx
44.3966338,-70.9365415,Ng Bog Brook Riley Ts
47.55314,-122.6810577,Ng Bremerton
33.4644845,-112.6018288,Ng Buckeye
41.7941294,-80.0479292,Ng Cambridge Springs
44.7142314,-123.2705659,Ng Camp Adair Corvallis
41.9421257,-72.6656787,Ng Camp Hartell
39.3554837,-82.9522317,Ng Camp Sherman Ts
46.8336343,-92.1588318,Ng Duluth Armory
31.3978832,-92.297294,Ng Esler Fld
33.1375881,-111.3291098,Ng Florence Mil Res
36.290536,-115.0407676,Ng Floyd Edsall Training Ctr
21.2631258,-157.8044689,Ng Fort Ruger
21.2615732,-157.7952838,Ng Fort Ruger
38.1856981,-84.9083768,Ng Frankfort Boone Ng Ctr
40.9616301,-98.2987087,Ng Grand Island Aasf/rc
30.4166361,-89.0628675,Ng Gulfport Avcrad
39.5327115,-76.1041621,Ng Havre de Grace Mil Res
40.4390489,-78.4148329,Ng Hollidaysburg
40.4436326,-78.4144996,Ng Hollidaysburg
39.744325,-86.2280956,Ng Indianapolis 38 Id
35.5981578,-88.9130017,Ng Jackson Airport Armory
36.4212319,-82.4886116,Ng Johnson City Gray
21.319273,-158.0626215,Ng Kalaeloa
44.0656033,-122.9778122,Ng Lane County Md/fms
42.7681919,-84.57149,Ng Lansing Headquarters Complx
32.2758973,-106.9352313,Ng Las Cruces
40.269831,-74.7446814,Ng Lawrenceville
40.8373749,-96.7550026,Ng Lincoln Aasf/readiness Ctr
36.0173778,-115.2004989,Ng Lv (Henderson) Readiness Ctr
32.8613137,-83.6057112,Ng Macon Rti
39.6987711,-92.4907566,Ng Macon Ts
39.6472026,-92.5008085,Ng Macon Ts
39.6734971,-92.527362,Ng Macon Ts
39.6496913,-92.5224636,Ng Macon Ts
44.9128229,-122.9993008,Ng McNary Field Salem Aasf
41.1936185,-96.4379359,Ng Mead Ts/fms 06/utes
43.7618484,-98.0438391,Ng Mitchell Ts
42.5446067,-71.0726831,Ng Mta Camp Curtis Guil
39.498038,-76.8457103,Ng Mta Camp Fretterd
33.794291,-82.2777565,Ng Mta Clarks Hill Reservation
39.4324081,-76.5049862,Ng Mta Gunpowder Mil Res
36.099095,-86.7588251,Ng Nashville
40.9794223,-80.3247778,Ng New Castle
43.2777784,-71.1222083,Ng New Hampshire Ts
33.617423,-84.3100028,Ng Oglethorpe Armory
33.4673291,-111.9621997,Ng Papago Mil Res
32.6627665,-111.4882422,Ng Picacho Aviation Ts
35.8091962,-78.7120938,Ng Raleigh
39.8052697,-82.9514583,Ng Rickenbacker (Mta)
35.3733855,-106.6520688,Ng Rio Rancho Ts
39.6335168,-75.6073738,Ng River Road Training Site
43.9969401,-92.4317412,Ng Rochester Nga & Oms 2
44.7477165,-93.127246,Ng Rosemount Armory
32.8551154,-97.3503606,Ng Saginaw
37.0338032,-113.5472088,Ng Saint George/fms
38.7858017,-97.6389292,Ng Salina Ks Training Ctr
38.7727715,-97.6552095,Ng Salina Ks Training Ctr
39.5789546,-85.8110331,Ng Shelbyville
32.522976,-111.3337054,Ng Silver Bell Army Heliport
43.5891716,-96.6752887,Ng Sioux Falls Utes
38.1601206,-89.72363,Ng Sparta Armory
40.1899612,-75.5558169,Ng Spring City Readiness Ctr
39.8233506,-89.6708561,Ng Springfield Ts Camp Lincoln
45.5648656,-94.1774915,Ng St Cloud Armory
38.5519495,-92.0689358,Ng Ts Ike Skelton
35.8888095,-88.6613572,Ng Vts Milan
35.815946,-88.7052892,Ng Vts Milan
35.8175726,-88.7316376,Ng Vts Milan
35.8202678,-88.7524313,Ng Vts Milan
36.0177288,-86.5033756,Ng Vts Smyrna
44.0739637,-103.3022533,Ng West Cp
43.0859177,-72.4513088,Ng Westminster Ts
43.2374547,-78.972727,Ng Youngstown Ts
43.1132173,-78.950055,Niagara Falls International Airport Air Reserve Sta
13.4658155,144.7231765,Nimitz Hill
38.84887,-76.9366348,Nmic Suitland
36.8139479,-76.2987812,Norfolk Naval Shipyard
33.6024939,-81.0786126,North Air Force Auxiliary Fld
13.6259095,144.8594257,Northwest Guam AFB
39.0564134,-76.6759181,Nsa Annapolis Gambrills
38.9819726,-76.4840506,Nsa Annapolis Maryland
39.8917143,-75.1784998,Nsa Mechanicsburg Det Philadelphia Annex Pnbc
35.0881693,-90.1410082,Nswc Carderock Div
41.2558961,-72.0035167,Nuwc Fishers Island
41.1191691,-95.9084531,Offutt AFB
39.8126016,-82.943887,Ohio Air National Guard 121st Air Refueling Wing-Rickenbacker
34.8949281,-76.3493772,Olf Atlantic
43.2280216,-116.1386791,Orchard Range Ts Boise
13.3594758,144.692222,Ordnance Annex Guam
13.3903031,144.6863275,Ordnance Annex Guam
28.2284051,-80.6067736,Patrick AFB
21.3813973,-157.974076,Pearl City
43.0890638,-70.8185604,Pease Air National Guard Base
38.8230116,-104.6964069,Peterson AFB
38.7772709,-104.6917511,Peterson AFB
40.954361,-74.5444457,Picatinny Arsenal
37.4991058,-122.4977706,Pillar Point Afs
34.3258576,-92.0859119,Pine Bluff Arsenal
29.1142622,-81.715415,Pinecastle Ew Range
40.4932118,-80.2102467,Pittsburgh Airport Air Reserve Sta
40.4805209,-80.2144867,Pittsburgh Iap (Ang)
19.7147135,-155.6264297,Pohakuloa Training Area
35.0106002,-76.4583939,Point of Marsh Target Airfield
35.1730509,-79.0135981,Pope AFB
45.5788198,-122.5960349,Portland Air Guard Sta
43.0800979,-70.7343226,Portsmouth Naval Shipyard
43.0916547,-70.7257724,Portsmouth Naval Shipyard (Navy Housing)
36.603127,-121.9122745,Presidio of Monterey
38.3125995,-104.3296699,Pueblo Chemical Dep
19.9692759,-155.7198484,Pupukea Paalaa Uka Mil Road
41.5968835,-71.4185152,Quonset Air Guard Base
37.1873802,-80.5422937,Radford Army Ammunition Plnt
18.5094646,-67.0991704,Ramey Af Solar Observatory Research Site
29.5304398,-98.2794351,Randolph AFB
21.3676042,-157.9101853,Red Hill Base Hsng
33.4339769,-94.3549839,Red River Army Dep
34.6328321,-86.6572555,Redstone Arsenal
39.5001438,-119.7753017,Reno Tahoe Iap
37.7168418,-120.9194397,Riverbank Army Ammunition Plnt
32.6175269,-83.5815412,Robins AFB
41.5172021,-90.5413482,Rock Island Arsenal
43.2214988,-75.4095834,Rome Laboratory
39.7665727,-94.9019583,Rosecrans Air National Guard Base
39.7739417,-94.9099358,Rosecrans Air National Guard Base
36.7892031,-76.3134307,Saint Julien's Creek Annex
37.7159118,-121.3922934,San Joaquin Depot Tracy
34.0138809,-119.7456355,Santa Cruz Island
32.1263297,-81.1897384,Savannah/hilton Head Iap
42.7404267,-115.5636833,Saylor Creek Range
21.4993768,-158.0824984,Schofield Barracks Mil Res
38.8024287,-104.5161692,Schriever AFB
38.5414239,-89.8536517,Scott AFB
41.4041516,-75.6659531,Scranton Army Ammunition Plnt
33.7503302,-118.0644516,Seal Beach Naval Weapons Sta
33.3596101,-117.2828599,Seal Beach Naval Weapons Station (Fallbrook Annex)
29.5648215,-97.9057772,Seguin Air Force Auxiliary Fld
42.6122676,-82.835568,Selfridge Air National Guard Base
42.6132833,-82.8165591,Selfridge Army Garrison
35.3479164,-77.9625752,Seymour Johnson AFB
32.9486364,-115.7489181,Shade Tree Range
33.9745438,-80.4704829,Shaw AFB
33.9842679,-98.5003832,Sheppard AFB
40.2235846,-120.1195874,Sierra Army Dep
32.5970173,-117.128322,Silver Strand Training Complx
42.4021265,-96.4008558,Sioux Gateway Apt/col Bud Day Field (Ang)
33.4258761,-112.0116801,Sky Harbour Iap
31.3775474,-92.3870611,Smr Camp Beauregard
42.2894683,-71.3633101,Soldier Systems Center Natick
38.3363367,-76.4711172,Solomons Navy Recreation Ctr
39.8495395,-83.8370397,Springfield Beckley Map
38.5912304,-90.2083642,St Louis Afs
41.5014588,-74.0842911,Stewart Air Guard Sta
41.4924644,-74.0945523,Stewart Annex
41.3654109,-72.2716641,Stone Ranch Mil Res
41.3516867,-72.2836503,Stone Ranch Mil Res
38.5492736,-77.2133066,Stump Neck Annex
13.5410616,144.8078867,Tanguisson Pt
36.2955638,-95.2930325,Thunderbird Youth Acdmy
35.4192634,-97.3927365,Tinker AFB
35.3943692,-97.3970234,Tinker Aerospace Complx
35.4037038,-97.3603048,Tinker Support Annex
41.1976814,-75.4299103,Tobyhanna Army Dep
41.5864543,-83.7919913,Toledo Express Arprt
38.1413491,-117.1995413,Tonopah Afs
37.8072787,-116.7758633,Tonopah Auxiliary Airfield Annex 2
40.5268383,-112.4150336,Tooele Army Dep
44.4717281,-72.8965457,Training Site Ethan Allen Range
38.2648584,-121.9426531,Travis AFB
21.3620086,-157.8896492,Tripler Army Medical Ctr
43.1301765,-89.3359052,Truax Field Air National Guard Base
32.1314614,-110.9492283,Tucson International Airport Air Guard Sta
36.2170607,-95.8746617,Tulsa Iap
13.5094855,144.811293,Tumon
13.5098476,144.8093425,Tumon
45.0943198,-93.1605429,Twin Cities Army Ammunition Plnt
30.0445485,-85.5486378,Tyndall AFB
45.8425886,-119.437636,Umatilla Chemical Dep
38.7585884,-104.3011075,United States Air Force Academy Auxiliary Airfield
21.4739913,-158.0542148,United States Army Field Station Kunia
40.6999461,-84.1343965,United States Army Joint Systems Manufacturing Center Lima
37.2173268,-76.4774958,United States Coast Guard Training Center Yorktown
38.9215024,-77.0669371,United States Naval Observatory
21.4497536,-157.998336,Upper Kipapa Ammunition Storage Site
38.9886201,-76.4944313,Upper Yard Annapolis Maryland
40.7894701,-111.9566179,Utah Air National Guard
40.5013969,-113.5752023,Utah Test and Training Range
41.0233504,-113.2216273,Utah Test and Training Range North
36.34185,-97.9114812,Vance AFB
34.7133484,-120.5581705,Vandenberg AFB
43.1471883,-75.6153835,Verona Test Annex
43.9362278,-90.2546097,Volk Field Air National Guard Base
34.9311842,-85.059179,Volunteer Training Site Catoosa
21.4469221,-158.190999,Waianae-Kai Mil Res
21.4110243,-158.0199971,Waikele
21.3810619,-157.9643543,Waipahu-Naval Station Pearl Harbor
39.006422,-77.0549624,Walter Reed Army Medical Center (Forest Glen Annex)
36.8914891,-90.279978,Wappapello Training Site
42.7198584,-73.7081452,Watervliet Arsenal
38.1459014,-76.4278434,Webster Fld
37.2759431,-87.2027327,Wendell H Ford Regional Training Ctr
41.3575128,-74.0332053,West Point Mil Res
42.1990453,-72.5365327,Westover Air Reserve Base
21.4731478,-158.0346119,Wheeler Army Airfield
33.1628037,-106.4319165,White Sands Missile Range
32.518018,-106.674153,White Sands Missile Range
33.8471629,-106.5553818,White Sands Missile Range
33.9017247,-106.4274148,White Sands Missile Range
33.9003476,-106.2711572,White Sands Missile Range
38.7302079,-93.5585698,Whiteman AFB
30.6261473,-87.0609093,Whiting Pines Off Base Military Hsng
35.4077197,-97.6117337,Will Rogers World Arprt
39.3530515,-81.4421202,Williamstown
30.5415897,-88.9717367,Woolmarket (de Soto)
39.8172472,-84.0507568,Wright-Patterson AFB
46.7444554,-120.1656816,Yakima Training Ctr
38.3734687,-81.5892426,Yeager Arprt
37.216423,-76.4862714,Yorktown Fuel Dep
41.2681874,-80.675498,Youngstown Joint Air Reserve Sta
41.2654817,-80.685904,Youngstown Joint Air Reserve Sta
64.5811435,-147.4195996,Yukon Command Ts
64.7685829,-146.8901855,Yukon Weapons Range
32.7013023,-114.4050993,Yuma Proving Ground
33.0862924,-114.1679172,Yuma Proving Ground
